Car Make,Car Model,Dealer or Individual,Price,Year,Location,Mileage,Doors,Color,Transmission,VIN#,Engine,Description,Web link
Toyota,Camry,Dealer,22590,2017,"Bridgeville, PA",28412,4,Silver,Automatic,4T1BF1FK9HU301033,"4-Cyl, 2.5 Liter",,https://www.carvana.com/vehicle/2498059
Toyota,Camry,Dealer,21590,2015,,40388,4,Black,Automatic,4T1BF1FK5FU073108,"4-Cyl, 2.5 Liter","4-Cyl, 2.5 Liter
Black Exterior Color
4 Door Sedan
25 City / 35 Hwy
Automatic, 6-Spd
FWD
2 Keys
VIN: 4T1BF1FK5FU073108
5 seats",https://www.carvana.com/vehicle/2481164
Toyota,Rav4,Dealer,20990,2016,"Heath, 43056 OH",83227,4,White Exterior Color,Automatic,2T3BFREV6GW495312,"4-Cyl, 2.5L","Basic Information
    4-Cyl, 2.5L
    Black Interior Color
White Exterior Color
4 Door SUV
22 City / 29 Hwy
Automatic, 6 speed
AWD
1 Key
VIN: 2T3BFREV6GW495312
5 seats
Stock #: 2001955742
View buyers guide
Features
Safety and Security
    Knee Air Bags
    Side Air Bags
    Backup Camera
    Dual Air Bags
    F&R Head Curtain Air Bags
Wheels and Tires
    Steel Wheels
Braking and Traction
    ABS (4-Wheel)
    Traction Control
Steering
    Tilt & Telescoping Wheel
    Power Steering
Comfort and Convenience
    Keyless Entry
    Power Windows
    Air Conditioning
    Power Door Locks
    Cruise Control
Exterior
    Rear Spoiler
Entertainment and Instrumentation
    CD/MP3 (Single Disc)
    Bluetooth Wireless
    AM/FM Stereo",https://www.carvana.com/vehicle/2469256
Toyota,Camry,Dealer,25395,2018,"Seattle, WA",43895,4,Celestial Silver Metallic,Automatic, JTNB11HK4J3039056,2.5L 4cyl,,https://www.edmunds.com/toyota/camry/2018/vin/JTNB11HK4J3039056/?radius=50
Toyota,Camry,Dealer,35998,2019,Harrisonburg,23000,4,Black,Automatic,4T1B21HK4KU521955,"4-cyl, Hybrid, 2.5L","Drive Type: 2WD, Front Wheel Drive, Passenger Capacity: 5",https://www.carmax.com/car/22478380
Toyota,Camry,Dealer,24000,2015,Pittsburgh,35719,4,Celestial Silver Metallic,Automatic,4T1BK1FKXFU029665,Regular Unleaded V-6 3.5 L/211,,https://www.rohrichtoyota.com/vehicle/4T1BK1FKXFU029665/
Toyota,Corolla,Dealer,13000,2015,"203 E Ocean Ave Lompoc, CA 93436",130785,4,Black,Automatic,5YFBURHEXFP364538,4 Cylinder,"No accident or damage reported to CARFAX
Personal Use
1st owner drove an estimated 31,430 miles/year ¥ 2nd owner drove an estimated 10,085 miles/year ¥ 3rd owner drove an estimated 16,517 miles/year
3+ Owners
1st owner purchased on 10/14/15 and owned in CA until 08/26/17 ¥ 2nd owner purchased on 11/15/17 and owned in CA until 06/18/19 ¥ 3rd owner purchased on 07/03/19 and owned in CA until 08/18/22
Service History
Last serviced at 130,791 miles in Lompoc, CA on 09/01/22 ¥ Vehicle serviced ¥ Four wheel alignment performed ¥ Drivability/performance checked ¥ Alignment checked ¥ Tire condition and pressure checked ¥ Steering/suspension checked.",https://www.carfax.com/vehicle/5YFBURHEXFP364538
Toyota,Rav4,Dealer,34998,2020,"Columbus Sawmill, OH",16000,4,gray,Automatic,2T3F1RFV9LC060889,"4-cyl, Gas, 2.5L","Single Owner
Reported by AutoCheck¨. 
Low Miles
Under 20,000 Miles",https://www.carmax.com/car/23199975
Toyota,Camry,Dealer,13990,2010,"Bridgeville, PA",96708,4,Beige,Automatic,4T1BF3EK2AU030836,"4-Cyl, 2.5 Liter",,https://www.carvana.com/vehicle/2455344
Toyota,Corolla,Dealer,18590,2013,"Bridgeville, PA",40204,4,Blue,Automatic,5YFBU4EE3DP144873,"4-Cyl, 1.8L","4-Cyl, 1.8L
Gray Interior Color
Blue Exterior Color
4 Door Sedan
26 City / 34 Hwy
Automatic, 4 speed
FWD
2 Keys
VIN: 5YFBU4EE3DP144873
5 seats
Stock #: 2001886997",https://www.carvana.com/vehicle/2460700
,Camry,Dealer,13990,2010,,96708,4,Beige,Automatic,4T1BF3EK2AU030836,"4-Cyl, 2.5 Liter","4-Cyl, 2.5 Liter
Beige Interior Color
Beige Exterior Color
4 Door Sedan
22 City / 32 Hwy
Automatic
FWD
2 Keys
VIN: 4T1BF3EK2AU030836
5 seats",https://www.carvana.com/vehicle/2455344
Toyota,Camry,Dealer,69926,2016,"Lorain, OH",69926,4,Gray,Automatic,4T4BF1FK7GR552945,"4-Cyl, 2.5 Liter",,https://www.carvana.com/vehicle/2485211
Toyota,Rav4,Dealer,20999,2016,"Fayetteville, NC",69492,4,Red,Automatic,2T3RFREV7GW421217,176 hp 2.5L I4,,https://www.cargurus.com/Cars/l-Used-2015-Toyota-RAV4-c24629#listing=336633547/NONE
Toyota,Rav4,Dealer,26590,2019,"Delanco, NJ 8075",56190,4,Black,Automatic,2T3H1RFV6KW014667,"4-Cyl, 2.5L","Basic Information
    4-Cyl, 2.5L
    Black Exterior Color
4 Door SUV
26 City / 35 Hwy
Automatic, 8-Spd w/Direct & Sequential Shift
FWD
1 Key
VIN: 2T3H1RFV6KW014667
5 seats
Stock #: 2001709987
View window sticker
View buyers guide
Standard Equipment
    Front-Wheel Drive
    LED daytime running lights
    Tire pressure monitoring system
    Color-keyed outside door handles
    Intermittent rear window wiper
    Hill Start Assist Control
    Adjustable front seatbelt shoulder anchors
    Intermittent windshield wipers
    Dual chrome exhaust tips
    Anti-theft system with engine immobilizer
    Day/night rearview mirror
    Fleet Credit
    Rent A Car Program
    60/40 split reclining fold-flat rear seat with center armrest and cup holders
    8 airbags Ñ includes driver and front passenger Advanced Airbag System, driver and front passenger seat-mounted side airbags, driver knee airbag, front passenger seat-cushion airbag, and front and rear side curtain airbags
    Aerodynamic underbody panels with vortex generators, front and rear wheel spats, and integrated rear spoiler
    Ash-gray-fabric-trimmed headliner
    Automatic Electric Parking Brake with Brake Hold feature
    Black carpet flooring with driver-side footrest
    Black hexagon-patterned front grille
    Black in-dash storage trays
    Center console with covered storage compartment, two cup holders, drive mode, Electric Parking Brake and automatic Brake Hold controls, and front storage tray
    Color-keyed roof-mounted shark-fin antenna
    Color-keyed upper front bumper and black lower front bumper, overfenders and rear bumper
    Eight total cup and bottle holders
    Five-passenger seating with fabric-trimmed seating surfaces
    Front and rear side-impact door beams
    Front reading lights, overhead dome light and rear cargo area light
    Front seatbelts with seatbelt pretensioners with force limiters
    Front-row door panels with storage pockets and bottle holders
    Height-adjustable rear cargo area deck board
    Integrated backup camera with projected path
    LATCH includes lower anchors on outboard rear seats and tether anchors on all rear seats
    LED taillights and stop lights
    Low-profile black-painted roof rails
    Overhead console with maplights, sunglasses storage and Safety Connect¨ button
    Passenger-side glove compartment
    Power door locks with shift-linked automatic lock/unlock feature
    Power windows with auto up/down and jam protection in all positions
    Privacy glass on all rear-side, quarter and liftgate windows
    Rear liftgate window defogger
    Shift lever with sequential mode
    Soft-touch dash and armrests, with stitched dash accents
    Trailer-Sway Control
    Turn signal stalk with headlight controls and one-touch three-blink lane-change turn signals
    Urethane tilt/telescopic three-spoke steering wheel with controls for audio, Multi-Information Display , Bluetooth¨ hands-free phone and voice-command, Dynamic Radar Cruise Control , Lane Departure Alert and Lane Tracing Assist
    Wiper control stalk with front and rear window wiper controls
    Active Cornering Assist
    3-point seatbelts for all seating positions; driver-side Emergency Locking Retractor and Automatic/Emergency Locking Retractor on all passenger seatbelts
    Black interior door handles
    One 12V/120W auxiliary power outlet in front instrument panel storage tray, and one 12V/120W auxiliary power outlet in second row
    One USB media port in front storage tray
    Power outside mirrors with folding feature
    Remote keyless entry system with lock, unlock and panic functions, and remote illuminated entry
    Sun visors with illuminated vanity mirrors
    Toyota Safety Senseª 2.0 Ñ Pre-Collision System with Pedestrian Detection , Lane Departure Alert with Steering Assist , Lane Tracing Assist , Automatic High Beams , Full- Speed Range Dynamic Radar Cruise Control and Road Sign Assist
    2.5-Liter Dynamic Force 4-Cylinder engine with DOHC 16-Valve with D-4S Dual Injection and Dual Variable Valve Timing with intelligence
    All-Season Mud-and-Snow-rated radials
    D-4S Dual Injection EFI with Electronic Throttle Control System with intelligence
    Electric Power Steering ; power-assisted rack-and-pinion
    Power-assisted ventilated 12.0-in. front disc brakes; ventilated 11.1-in. rear disc brakes with Star Safety Systemª
    Reinforced unitized steel body
    Spare ÑTemporary
    Independent MacPherson strut front suspension with stabilizer bar; multi-link rear suspension with stabilizer bar
    Ultra Low Emission Vehicle
    SPORT, ECO and NORMAL drive modes
    Automatic transmission fluid cooler
    203 hp @ 6600 rpm; 184 lb.-ft. @ 5000 rpm
    Climate control system with dust and pollen filter
    Analog speedometer, tachometer, coolant temperature and fuel gauges; 4.2-in. digital Multi-Information Display with customizable settings, odometer, tripmeters, clock and outside temperature; rear-passenger seatbelt indicators, fuel economy information, trip timer, shift-position and scheduled maintenance indicators, and warning messages
    17-in. steel wheels with silver 6-spoke wheel covers and 225/65R17 tires
    Carpet Floor Mats/Cargo Mat
    Safety Connect¨ Ñ includes Emergency Assistance, Stolen Vehicle Locator, Roadside Assistance and Automatic Collision Notification. Available by subscription .
    Star Safety Systemª Ñ includes Enhanced Vehicle Stability Control , Traction Control , Anti-lock Brake System , Electronic Brake- force Distribution , Brake Assist and Smart Stop Technology¨
    Direct Shift 8-speed Electronically Controlled Aautomatic Transmission with intelligence and sequential shift mode
    Fabric-trimmed front bucket seats; 6-way adjustable driver's seat; 4-way adjustable front passenger seat with seatback pocket
    Multi-LED headlights with black bezels, and Automatic High Beams
    Child door locks on rear doors Mechanical And Performance",https://www.carvana.com/vehicle/2361820
Toyota,Corolla,Dealer,15250,2014,"5712 Horatio St Utica, NY 13502",77565,4,Brown,Automatic,2T1BPRHE2EC179373,4 cylinder,"CARFAX 1-Owner. LE ECO Plus trim, BROWN SUGAR METALLIC exterior and IVORY interior. EPA 40 MPG Hwy/30 MPG City! CD Player, Bluetooth, Back-Up Camera, Alloy Wheels, iPod/MP3 Input. ======KEY FEATURES INCLUDE: Back-Up Camera, iPod/MP3 Input, Bluetooth, CD Player, Aluminum Wheels Toyota LE ECO Plus with BROWN SUGAR METALLIC exterior and IVORY interior features a 4 Cylinder Engine with 140 HP at 6100 RPM*. Rear Spoiler, MP3 Player, Keyless Entry, Remote Trunk Release, Steering Wheel Controls. ======EXPERTS CONCLUDE: Edmunds.com explains As with most Toyotas, the front seats are soft and comfy. There is plenty of space here, even for taller drivers, and the backseat also boasts impressive space. Indeed, at 41.4 inches, rear legroom bests that of most midsize sedans. . ======BUY WITH CONFIDENCE: CARFAX 1-Owner ======VISIT US TODAY: Known locally as Don's Superstore, or just Don's to our friends, we've been doing business with folks from all corners of New York for quite some time now, and we've always taken great pride in our customer service. Whether you're shopping for the latest Ford models near Rome, NY or you just want a great deal on a used car near New Hartford, NY, our team here at Don's Ford will gladly work with you to help you find the car, truck, or SUV of your dreams. Pricing analysis performed on 8/18/2022. Horsepower calculations based on trim engine configuration. Fuel economy calculations based on original manufacturer data for trim engine configuration. Please confirm the accuracy of the included equipment by calling us prior to purchase.",https://www.carfax.com/vehicle/2T1BPRHE2EC179373
Toyota,Camry,Dealer,18998,2012,Indianapolis,119000,4,Black,Automatic,4T1BK1FK2CU012547,"6-cyl, Gas, 3.5L","Drive Type: 2WD, Front Wheel Drive",https://www.carmax.com/car/23118697
Toyota,Camry,Dealer,13990,2010,,91398,4,Blue,Automatic,4T1BF3EK3AU562273,"4-Cyl, 2.5 Liter","4-Cyl, 2.5 Liter
Beige Interior Color
Blue Exterior Color
4 Door Sedan
22 City / 32 Hwy
Automatic
FWD
1 Key
VIN: 4T1BF3EK3AU562273
5 seats",https://www.carvana.com/vehicle/2459984
Toyota,Corolla,Dealer,18990,2018,Bridgeville,70091,5,Gray,Automatic,2T1BURHE2JC050973,,,https://www.carvana.com/vehicle/2473463
Toyota,Rav4,Dealer,23590,2017,"Bridgeville, PA",59431,4,white,Automatic,JTMZFREV6HJ716552,"4-Cyl, 2.5L","4-Cyl, 2.5L
Black Interior Color
White Exterior Color
4 Door SUV
23 City / 30 Hwy
Automatic, 6 speed
FWD
2 Keys
VIN: JTMZFREV6HJ716552
5 seats
Stock #: 2001987818",https://www.carvana.com/vehicle/2491008
Toyota,Corolla,Dealer,13995,2015,"Latrobe,PA",108145,4,Blue,Automatic,2T1BURHE0FC271768,4 cylinder,"Extra clean, ONE OWNER, very well kept, and great looking, Toyota Corolla, with a great price tag. This one looks great inside and out, and it's very clean all around. The vehicle runs and drives like new, and was just checked over by our mechanics. It's in above average condition for its age and miles, and the price tag is great. It's very hard to find them in this condition, and even harder at this price. This car has been very well kept, and very well taken care of. Very few people take care of a car the way this one has been taken care of. Must see and drive to appreciate. Powertrain Plus Warranty included. We take a lot of pride in our inventory, and price our vehicles based according to the condition of them. We only offer the cleanest vehicles on the market, and work very hard to find them for you. Our vehicles are far cleaner than the average ones available. We stand behind them 100% and strive for a positive relationship with every customer. Satisfaction is our #1 goal. We also welcome trades of all types. Visit Airport Auto Outlet online at Airportautooutlet.com to see more pictures of this vehicle or call us at 724-686-3921 today to schedule your test drive.",https://www.carfax.com/vehicle/2T1BURHE0FC271768
Toyota,Camry,Dealer,15998,2011,Dulles,118000,4,Black,Automatic,4T1BF3EK6BU626243,"4-cyl, Gas, 2.5L","Drive Type: 2WD, Front Wheel Drive Passenger Capacity: 5",https://www.carmax.com/car/23012868
Toyota,Corolla,Dealer,13000,2015,Rutland VT,123245,4,Red,Manual,2T1BURHE3FC308182,4 Cylinder,"Looking for a used car at an affordable price? Outstanding design defines the 2015 Toyota Corolla! Worthy equipment and features in an attainable package with perfect midsize proportions! This 4 door, 5 passenger sedan provides exceptional value! Comfort and convenience were prioritized within, evidenced by amenities such as: an outside temperature display, front bucket seats, and power windows. It features a standard transmission, front-wheel drive, and a 1.8 liter 4 cylinder engine. Our aim is to provide our customers with the best prices and service at all times. Stop by our dealership or give us a call for more information.",https://www.carfax.com/vehicle/2T1BURHE3FC308182
Toyota,Camry,Dealer,17590,2012,"Bridgeville, PA",93098,4,Black,Automatic,4T1BF1FK2CU571892,"4-Cyl, 2.5 Liter","4-Cyl, 2.5 Liter
Black Interior Color
Black Exterior Color
4 Door Sedan
25 City / 35 Hwy
Automatic, 6-Spd
FWD
2 Keys
VIN: 4T1BF1FK2CU571892
5 seats
Stock #: 2001894250",https://www.carvana.com/vehicle/2454415
Toyota,Camry,Dealer,19998,2015,"CarMax Maple Shade, NJ",94000,4,Red,Automatic,4T1BF1FK5FU914456,"4-cyl, Gas, 2.5L","Well-Equipped
Leatherette & Cloth, Rear View Camera, Bluetooth Technology, Alloy Wheels",https://www.carmax.com/car/22727448
Toyota,Camry,Dealer,18998,2012,Laurel,68000,4,Gold,Automatic,4T1BF1FK2CU112667,"4-cyl, Gas, 2.5L","Drive Type
2WD, Front Wheel Drive
Passenger Capacity
5",https://www.carmax.com/car/23364609
Toyota,Corolla,Dealer,18115,2015,Houston TX,65328,4,Blue,Automatic,2T1BURHE8FC361525,4 cylinder,"Clean CARFAX. CARFAX One-Owner. Blue 2015 Toyota Corolla S FWD CVT 1.8L I4 DOHC Dual VVT-iSCHEDULE AN APPOINTMENT 281-579-5172. Recent Arrival! Odometer is 47908 miles below market average! 29/37 City/Highway MPGAwards:* 2015 KBB.com 5-Year Cost to Own Awards * 2015 KBB.com 10 Best UberX Candidates * 2015 KBB.com 10 Tech-Savviest Cars Under $20,000
",https://www.carfax.com/vehicle/2T1BURHE8FC361525
Toyota,Camry,Dealer,23998,2017,"Cleveland East, OH",24000,4,Black,Automatic,4T1BF1FK4HU722674,"2WD, Front Wheel Drive",2017 Camry LE ,https://www.carmax.com/car/22233281
Toyota,Camry,Dealer,18998,2014,Gaithersburg,125000,4,Black,Automatic,4T1BD1FKXEU123182,"4-cyl, Hybrid, 2.5L","Drive Type
2WD, Front Wheel Drive
Transmission
Automatic
Exterior/Interior Color
Black/Gray
Passenger Capacity
5",https://www.carmax.com/car/22470218
Toyota,Corolla,Dealer,11995,2015,Louisville TN,133395,4,Black,Automatic,2T1BURHE7FC381751,4 cylinder,Runs And Drives Great.,https://www.carfax.com/vehicle/2T1BURHE7FC381751
Toyota,Rav4,Dealer,36998,2019,"Columbus, OH",43000,4,Blue,Automatic,2T3J1RFV2KW003330,"4-cyl, Gas, 2.5L",2019 RAV4 Adventure,https://www.carmax.com/car/22085277
Toyota,Camry,Dealer,24998,2018,"CarMax Laurel, MD",64000,4,Brown,Automatic,4T1B11HK4JU628814,"4-cyl, Gas, 2.5L",Single Owner Reported by AutoCheck¨,https://www.carmax.com/car/23364588
Toyota,Camry,Dealer,31998,2021,"Columbus, OH",15000,4,White,Automatic,4T1G11AKXMU496355,"4-cyl, Gas, 2.5L",2021 Camry SE Night Shade,https://www.carmax.com/car/22746524
Toyota,Rav4,Dealer,24998,2018,"CarMax White Marsh, MD",69000,4,Silver,Automatic,2T3ZFREV9JW429391,"4-cyl, Gas, 2.5L","The Basics
Automated Cruise Control, Lane Departure Warning, Rear View Camera",https://www.carmax.com/car/23098754
Toyota,Highlander,Dealer,49998,2021,"Columbus, OH",11000,4,Blue,Automatic,5TDJZRBH7MS145427,"6-cyl, Gas, 3.5L",2021 Highlander XSE,https://www.carmax.com/car/22989899
Toyota,Rav4,Dealer,25998,2017,"CarMax Gaithersburg, MD",47000,4,White,Automatic,2T3BFREV0HW581412,"4-cyl, Gas, 2.5L","New Tires
Replaced 4 tires to meet our standards",https://www.carmax.com/car/23269208
Toyota,Corolla,Dealer,16998,2014,"CarMax Turnersville, NJ",121000,4,Blue,Automatic,2T1BURHEXEC092944,"4-cyl, Gas, 1.8L","New Tires
Replaced 4 tires to meet our standards",https://www.carmax.com/car/22982615
Toyota,Highlander,,22998,2013,"CarMax Harrisonburg, VA",95000,4,Black,Automatic,5TDBK3EH9DS180049,"6-cyl, Gas, 3.5L","New Tires
Replaced 4 tires to meet our standards",https://www.carmax.com/car/23234504
Toyota,Corolla,Dealer,18990,2017,North Carolina,61743,4,Black,Automatic,2T1BURHE4HC921947,"4-Cyl, 1.8 Liter",Great car.,https://www.carvana.com/vehicle/lt/2413072&store=Carvpit?utm_source=google&utm_medium=vla&utm_campaign=11030956979&utm_content=111143241747&utm_target=pla-1731472881263&utm_creative=461539942938&utm_device=c&utm_adposition=&gclid=CjwKCAjw1ICZBhAzEiwAFfvFhLqIDkTQE60mwbSYPJ2sTZy9fN5xvkF1-EAG_io5-gPeilJXFijjRRoC_F4QAvD_BwE
Toyota,Corolla,Dealer,14990,2009,Unknown,36366,4,Blue,Automatic,JTDBL40E09J050651,"4-Cyl, 1.8L",Very dependable.,https://www.carvana.com/vehicle/lt/2514129&store=Carvpit?utm_source=google&utm_medium=vla&utm_campaign=11030956979&utm_content=111143241747&utm_target=pla-1731472881263&utm_creative=461539942938&utm_device=c&utm_adposition=&gclid=CjwKCAjw1ICZBhAzEiwAFfvFhKOMnn_kU36MFIHZ9ql47BU6ggyqcUNY9DAp3zfauFJGpe_GBuXe8RoCcnMQAvD_BwE
Toyota,Rav4,Dealer,26249,2017,"Indiana, PA",43990,4,White,Automatic,JTMRFREV0HD212108,176 hp 2.5L I4,,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=15230&showNegotiable=true&sortDir=ASC&sourceContext=untrackedExternal_false_0&distance=50&sortType=DEAL_SCORE&entitySelectingHelper.selectedEntity=d306#listing=338380008/FEATURED
Toyota,Highlander,Dealer,42999,2020,"Irwin, PA",12958,4,Red,Automatic, 5TDYZRAH9LS016409,295 hp 3.5L V6,"Back Up Camera, Bluetooth, Heated Seats, Leather Seats. Odometer is 19835 miles below market average! 21/29 City/Highway MPG Clean CARFAX. CARFAX One-Owner. 2020 Toyota Highlander Limited The remainder of the original manufacturer's warranty will apply in any capacity applicable.",https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=15230&showNegotiable=true&sortDir=ASC&sourceContext=untrackedExternal_false_0&distance=50&sortType=DEAL_SCORE&entitySelectingHelper.selectedEntity=d298#listing=334451723/PRIORITY
Toyota,Camry,Dealer,19990,2018,New Jersey,57223,4,Blue,Automatic,5YFBURHEXJP778430,"4-Cyl, 1.8 Liter","Outstanding performance, dependable and reliable.",https://www.carvana.com/vehicle/lt/2464610&store=Carvpit?utm_source=google&utm_medium=vla&utm_campaign=11030956979&utm_content=111143241747&utm_target=pla-1731472881263&utm_creative=461539942938&utm_device=c&utm_adposition=&gclid=CjwKCAjw1ICZBhAzEiwAFfvFhFPzASiaOMSAhVzQCTyeFKCBelVZ4MJ6tX1sKKep6yMNMKSSR0dyBhoCxxIQAvD_BwE
Toyota,Camry,Dealer,15335,2012,Pittsburgh,71066,4,Magnetic Gray Metallic / Ash,Automatic,4T4BF1FK7CR274445,2.5L I4 16V MPFI DOHC,"Ash w/Leather Seat Trim, 7.0J x 17 Alloy Wheels, ABS brakes, Alloy wheels, Electronic Stability Control, Front dual zone A/C, Fully automatic headlights, Heated door mirrors, Illuminated entry, Low tire pressure warning, Power driver seat, Power moonroof, Radio: AM/FM/CD Player w/6.1 Touch Screen, Remote keyless entry, Traction control. Recent Arrival! Clean CARFAX. 25/35 City/Highway MPG",https://www.jimshorkeyford.com/used-White+Oak-2012-Toyota-Camry-XLE-4T4BF1FK7CR274445?store=FORD01&_dep_keyword=&_dep_match=&_dep_adid=609693127125&_dep_campaignid=17718386104&_dep_adgroupid=137988905759&_dep_network=&_dep_ppcid=1&gclid=CjwKCAjw1ICZBhAzEiwAFfvFhCWn9B9XgE9t1z4TaAPvLghYQtJIfGeFCxnG0pItwfQDoHkAwXkdjxoChWQQAvD_BwE
Toyota,Camry,Dealer,25880,2018,"Pittsburgh, PA",37511,4,White,Automatic,4T1B11HK2JU538058,2.5L I4 16V PDI DOHC,"Toyota Camry SE with Adaptive Cruise Control, Bluetooth, Alloy Wheels, Automatic Emergency Braking and headlight control",https://www.cars.com/vehicledetail/3aa2c4eb-bf21-46af-a725-88674bd7626c/
Toyota,Highlander,Dealer,21991,2015,"New Castle, PA",92112,4,Ash,Automatic,5TDBKRFH7FS193614,270 hp 3.5L V6,"Right color, right price! 2015 Toyota Highlander LE V6 AWD in Blizzard Pearl with Ash interior! Comes with a clean Carfax! Act fast on this one, we've had a bunch of calls on it already! PA state inspected, through the shop and ready for your driveway! Experience the way car buying should be with Presto! Price, the fast and easy way to buy a car! We do all the research to ensure you an upfront, great deal! Call us now to check availability and to schedule your test drive! Check out our reviews on Google and Facebook and see why Preston was voted Dealer of the Year in PA and OH on DealerRater.com! AWD, ABS brakes, Alloy wheels, Electronic Stability Control, Heated door mirrors, Illuminated entry, Low tire pressure warning, Remote keyless entry, Traction control.",https://www.cargurus.com/Cars/l-Used-Toyota-Highlander-Pittsburgh-d298_L29265#listing=325692999/PRIORITY
Toyota,Camry,Dealer,21990,2017,"Tooele, UT, 84074",55295,4,gray,Automatic,4T1BF1FK6HU433442,"4-Cyl, 2.5 Liter","STANDARD EQUIPMENT
Front-Wheel Drive
Side-impact door beams
Cruise control
Color-keyed rear spoiler
High solar energy-absorbing glass
Backup camera
Chrome-tipped exhaust
Washer-linked intermittent windshield wipers
Day/night rearview mirror
Silver interior trim
Preferred Owner's Portfolio
Engine Immobilizer
Air Conditioning with Air Filter
Rear Window Defogger with Timer
Child-protector rear door locks and power window lockout control
LATCH includes lower anchors on outboard rear seats
Front and rear energy-absorbing crumple zones
3-point seatbelts for all seating positions; driver-side Emergency Locking Retractor and Automatic/Emergency Locking Retractor on all passenger seatbelts
Dual sun visors with sliding extensions
Multi-function in-key remote keyless entry system with lock, two-stage unlock, panic, trunk-release functions and remote illuminated entry
Overhead console with maplights and sunglasses storage
Tire Pressure Monitor System with direct pressure readout
Driver and front passenger Whiplash- Injury-Lessening seats
Star Safety Systemª Ñ includes Enhanced Vehicle Stability Control , Traction Control , 4-wheel Anti-lock Brake System , Electronic Brake-force Distribution , Brake Assist and Smart Stop Technology¨
Electric Power Steering ; power- assisted rack-and-pinion
Daytime Running Lights with on/off feature
60/40 split fold-down rear seat with center armrest with cup holders
Ten airbags Ñ includes driver and front passenger Advanced Airbag System, driver and front passenger seat-mounted side airbags, driver and front passenger knee airbags, rear seat-mounted side airbags, and front and rear side curtain airbags
Electronic, with Toyota Direct Ignition
Energy-absorbing collapsible steering column Mechanical And Performance
ToyotaCare featuring a no cost maintenance plan with roadside assistance
Ultra Low Emission Vehicle II
Unitized body with front and rear anti-vibration sub-frames
Illuminated glove compartment
Two 12V auxiliary power outlets
Battery-saver feature: deactivates interior lights after 20 minutes
2.5-Liter 4-Cylinder DOHC 16-Valve Dual VVT-i; 178 hp @ 6000 rpm; 170 lb.-ft. @ 4100 rpm
-
6-speed Electronically Controlled automatic overdrive Transmission with intelligence and sequential shift mode
Power-assisted ventilated 11.65-in. front disc brakes; solid 11-in. rear disc brakes with hydraulic brake booster, Electronically Controlled Braking system and Star Safety Systemª
MacPherson strut front suspension with gas-filled shock absorbers and stabilizer bar; dual-link independent MacPherson strut rear suspension with gas-filled shock absorbers and stabilizer bar
36.7
Optitron instrumentation with speedometer, tachometer, coolant temperature, fuel gauges; TFT Multi- Information Display with customizable settings, odometer, tripmeter, current/average fuel economy, distance to empty, speed, TPMS, shift-position indicator, ECO driving indicator and warning messages
Power door locks with shift-linked automatic locking feature with anti- lockout feature
Covered center console with sliding cover, armrest and storage
Power windows with driver and passenger-side auto up/down, jam protection in driver position and retained-power features
Two front and two rear cup holders; two front door and four rear door bottle holders
Color-keyed heated power outside mirrors with manual folding feature
Sport fabric SofTex¨-trimmed front seats with seatback pockets; 8-way power-adjustable driver's seat with power lumbar support; 4-way adjustable front passenger seat
Entuneª Audio Ñ includes Entuneª Multimedia Bundle , and Siri¨ Eyes Free with integrated backup camera display
Leather-trimmed tilt/telescopic sport steering wheel with paddle shifters, and Bluetooth¨ hands-free phone voice- command controls
17-in. alloy wheels with Graphite finish and P215/55R17 tires
Piano-black sport mesh lower front grille
Projector-beam halogen headlights with black sport trim bezels and auto on/off feature",https://www.carvana.com/vehicle/lt/2234138&store=?utm_source=google&utm_medium=vla&utm_campaign=14237742891&utm_content=124506026334&utm_target=pla-1656581773560&utm_creative=538468019400&utm_device=c&utm_adposition=&gclid=CjwKCAjw1ICZBhAzEiwAFfvFhBJeL2GObuiI5DikZTRqUQtEvQ36U-wW9giFNDQ1fQC0W9OC9USMMRoC760QAvD_BwE
